,Id,EnterDate,ExitDate,EnterPrice,ExitPrice,ProfitPercent,PositionBudget,PNL
0,07b25c5b-8835-4c3b-b183-628d17ee8d8c,2022-03-11T14:27:34.294Z,2022-03-11T14:28:04.263Z,39413.5,39400.0,-0.03425222322300803,5000.0,-1.7126111611504014
1,944c47ec-8019-416d-848e-e8b6f7815137,2022-03-14T07:07:09.172Z,2022-03-14T22:48:54.550Z,38670.5,39448.5,2.011869512936215,4999.143694419425,100.5762478958976
2,7a213c40-9498-45c3-9979-7e3a0795ca80,2022-03-14T07:07:29.152Z,2022-03-16T02:05:33.030Z,368.06,375.6,2.048579036026732,4999.143694419425,105.15721189137753
3,71a18b60-e995-49a2-acf4-16b276cb8f44,2022-03-14T23:25:23.074Z,2022-03-15T01:21:57.254Z,2590.5,2538.65,-2.001544103454933,5049.431818367374,-101.06660481850938
4,0e568795-5d94-4f12-9845-46e80e891a5f,2022-03-15T02:28:33.737Z,2022-03-15T05:08:15.343Z,1.0807,1.0589,-2.017211066901081,4998.898515958119,-100.83833408706109
5,0cfcd98c-5e62-4c93-9053-53301f770418,2022-03-15T07:00:14.781Z,2022-03-15T12:50:01.412Z,66.806,68.148,2.008801604646293,4948.479348914589,99.40513256658669
6,06389b67-fdd2-45b5-84ba-9fda9598290b,2022-03-15T13:02:56.345Z,2022-03-15T15:27:16.279Z,67.684,69.136,2.1452632823119266,4998.181915197882,107.22416140989519
7,7e88dfbf-d839-4155-8c91-f6262a0f5308,2022-03-15T15:30:56.861Z,2022-03-15T19:06:12.295Z,2572.7,2650.0,3.0046254907295955,5051.793995902829,151.78749014004362
8,a2b864c4-77bb-4d04-8f6e-4579b3afc773,2022-03-15T19:06:17.729Z,2022-03-15T19:10:27.466Z,1.2191,1.2454,2.157329177261924,5127.687740972851,110.62110375489016
9,63edeeb2-aecc-474d-88a3-8e7c2b1ccf7e,2022-03-15T19:10:37.742Z,2022-03-15T19:20:57.104Z,1.2458,1.2206,-2.022796596564469,5182.998292850296,-104.84151306777031
10,86741f1a-27cf-4fe4-9ec5-abb062c6a144,2022-03-15T19:21:17.796Z,2022-03-15T19:54:09.579Z,1.2241,1.1995,-2.009639735315738,5130.577536316411,-103.10612482099783
11,ca57be5f-7960-4e0f-9e85-6c1f0fc8962b,2022-03-15T19:54:27.973Z,2022-03-16T00:14:56.362Z,1.2005,1.2261,2.1324448146605723,5079.024473905913,108.30739402914804
12,90ec4dff-c41f-4234-9156-b42f476bd815,2022-03-16T00:15:09.026Z,2022-03-16T02:08:18.176Z,13.804,14.25,-3.23094755143436,5133.178170920486,-167.54908160549905
13,9882f4cc-1a12-4294-8741-01131078e546,2022-03-16T02:06:29.437Z,2022-03-16T16:39:33.303Z,18.351,18.105,-1.3405264018309548,5185.756776866175,-69.27031919659572
14,50c39a8e-a9f2-45dc-a0e7-c3b2774e4f26,2022-03-16T02:08:39.452Z,2022-03-16T03:13:08.234Z,14.234,13.869,2.564282703386256,5101.982236063425,130.82924800921376
15,cfa8921a-637e-47f8-8dd6-4a436b37dab4,2022-03-16T03:13:19.718Z,2022-03-16T19:17:43.074Z,13.91,14.329,-3.0122214234363787,5167.396860068032,-154.6101475554867
16,bf7734a2-3d14-40f7-a63c-c91a815420d2,2022-03-16T17:59:13.651Z,2022-03-16T19:11:41.660Z,70.895,72.384,2.1002891600254037,5132.761700469734,106.17920752019782
17,f0498362-afb9-4fd4-b009-4cf1316d7982,2022-03-16T19:32:04.044Z,2022-03-17T01:36:00.838Z,74.024,75.544,2.053388090349073,5055.456626691991,104.89827988607972
18,adb688f4-e14a-4284-9b56-6d8f1600579a,2022-03-16T21:32:14.513Z,2022-03-17T05:38:36.446Z,385.05,386.9,0.48045708349564453,5108.54623045209,24.796367835945677
19,adb68682-18ca-4e45-8cdd-df43fccd6739,2022-03-17T01:37:55.410Z,2022-03-17T09:35:58.134Z,75.781,78.04,2.980958287697444,5160.99537039513,154.2167039125018
20,a3462c3d-d2ee-41e3-99af-0b5e5fdb34e2,2022-03-17T07:22:36.937Z,2022-03-17T12:04:25.574Z,1.2282,1.2535,2.059925093632975,5173.393554313103,106.78394727330699
21,24d556f8-80f9-4db7-8bf4-ad383e43bdaa,2022-03-17T09:44:47.575Z,2022-03-17T11:22:06.443Z,78.13,80.607,-3.170357097145793,5250.501906269354,-166.4596598211856
22,6673852c-50a2-4323-b169-e4c82be5032c,2022-03-17T11:34:48.093Z,2022-03-17T11:59:36.391Z,79.984,79.47,0.6426285257051356,5167.27207635876,33.206364363477455
23,67f436ba-1d9a-47f3-bda0-f410b1f024fd,2022-03-17T12:00:58.183Z,2022-03-17T12:04:27.570Z,79.311,80.488,-1.484031218872528,5183.875258540499,-77.72268074129012
24,c33461df-ad68-4071-99fe-a0b47b97eda4,2022-03-17T12:13:28.253Z,2022-03-19T12:10:00.939Z,104.23,107.45,3.0893216924110067,5237.267232177153,175.39977463727968
25,7b1c1072-afce-4585-b293-8c0d191b2711,2022-03-17T12:13:28.272Z,2022-03-18T00:58:54.814Z,101.78,119.58,17.48870112006289,5198.4058918065075,909.1336694257799
26,d34b47d5-964c-478a-a10b-afd1c1615dfd,2022-03-18T01:01:21.490Z,2022-03-18T19:42:51.443Z,98.88,101.91,3.0643203883495174,5652.972726519398,173.22519580657152
27,9fbefeaa-02b4-46b3-a9b4-e3eceea6a917,2022-03-18T19:50:16.525Z,2022-03-19T00:08:27.942Z,85.949,87.805,-2.1594201212346897,5739.585324422684,-123.94176037101677
28,e8be84b2-12ec-4660-b078-2fca1850bcf8,2022-03-19T00:20:17.751Z,2022-03-19T13:24:03.474Z,398.09,406.13,2.019643799140902,5677.614444237175,118.20364904216817
29,66ba699e-96d0-483f-b513-3e0f9f3c26a3,2022-03-19T12:10:40.710Z,2022-03-19T13:02:35.432Z,2.3092e-05,2.3792e-05,3.031352849471669,5765.314331555815,174.76702027061572
30,27d33f3e-d71e-4f42-baf9-2f235423b607,2022-03-19T13:05:40.976Z,2022-03-19T16:23:27.378Z,89.286,91.384,2.3497524807920556,5852.697841691122,138.9126593162778
31,b98a508e-95b7-4b1b-a240-743bd115a0f8,2022-03-19T13:33:11.138Z,2022-03-19T22:17:15.646Z,405.55,396.82,-2.1526322278387466,5911.799666212207,-127.4625305599891
32,8d7e2162-5128-4090-823b-94ef2ce0342c,2022-03-19T16:30:41.859Z,2022-03-19T17:38:11.158Z,92.237,90.386,-2.0067868642735576,5981.255995870346,-120.03105964370066
33,a4b0c3bd-9377-4a46-ba5e-3f4dc317391b,2022-03-19T17:38:52.152Z,2022-03-20T00:34:09.328Z,90.26,88.453,-2.001994238865501,5921.240466048495,-117.26699674040204
34,64d04f91-3d81-44bf-9c46-f05519b98587,2022-03-21T07:45:11.718Z,2022-03-21T08:45:22.023Z,2.1906,2.1916,0.04564959371862187,5857.509200768501,2.6471631983927044
35,5dab7aa7-1b6b-4a4b-855f-757fe2df7950,2022-03-21T07:45:11.731Z,2022-03-22T02:03:20.233Z,101.26,,0.0,5798.8757023983,0.0
36,35cd0838-6d06-4ca9-8a5d-0e65682e9d36,2022-03-21T08:50:12.052Z,2022-03-21T12:55:03.107Z,1.266,1.2846,1.469194312796196,5800.199283997496,85.2161980113369
37,ee87cb08-c523-44b9-bfce-5018d724ed02,2022-03-21T12:55:13.101Z,2022-03-21T18:42:45.485Z,1.2846,1.2588,2.008407286314806,5842.807383003164,117.34736920557499
38,c7ab46f0-f0ff-4ffc-86b1-1dc04c74b92c,2022-03-21T18:47:24.570Z,2022-03-22T02:16:16.511Z,112.41,112.93,0.46259229605907226,5901.481067605952,27.299796772129827
39,7f681e48-d052-49c8-b0f2-4308a7410cce,2022-03-22T02:08:56.471Z,2022-03-22T03:21:30.956Z,1.2712,1.3097,-3.0286343612334843,5901.481067605952,-179.14768894799636
40,cf39d9cc-8d73-483d-ab77-9f82cde92f56,2022-03-22T02:21:36.509Z,2022-03-22T10:20:28.892Z,94.725,93.042,-1.7767220902612735,5915.130965992017,-103.50396025879942
41,2091df9f-0a55-4f15-a5d6-e5fe4faa5aac,2022-03-22T03:30:56.896Z,2022-03-22T11:55:19.182Z,88.823,88.864,0.04615921551851532,5825.557121518019,2.665143158832691
42,34a714de-c58d-4eb6-b225-082d24a6fc6a,2022-03-22T10:20:28.892Z,2022-03-23T04:30:55.651Z,42588.0,41732.5,-2.0087818164741256,5773.80514138862,-117.25815436773372
43,99b048b1-cf2b-413e-b734-a89fc5683180,2022-03-22T12:00:19.226Z,2022-03-22T14:16:44.412Z,2.435,2.4874,2.1519507186858355,5775.137712968036,124.27811751931237
44,857308bf-84fd-41b6-969c-ed8bedd87ca3,2022-03-22T14:25:09.881Z,2022-03-23T14:38:23.184Z,1.3209,1.5043,13.884472708002127,5837.276771727692,802.3347620405316
45,f86f5f75-f952-4b4a-802a-98ed66038c33,2022-03-23T07:25:34.592Z,2022-03-23T13:57:22.121Z,2.4743,2.5325,2.352180414662741,5778.647694543825,145.36039986979404
46,a4049808-a15d-4aac-9503-fd4538e1f9f9,2022-03-24T07:12:51.085Z,2022-03-25T01:31:24.792Z,112.58,,0.0,6179.815075564091,0.0
47,59bc6868-eee1-4d9e-9b69-1f88b585b7a9,2022-03-24T07:12:51.087Z,2022-03-24T15:39:12.373Z,43054.5,43948.0,2.075276684202576,6252.495275498988,129.75657663329812
48,1e5bef8c-ffd3-4069-9024-28ad629362b4,2022-03-24T17:00:43.754Z,2022-03-25T03:35:26.686Z,3108.35,3124.4,0.5163511187607606,6317.373563815637,32.61982907305857
49,287830a2-e0ae-4ea5-babf-d5c98baa649d,2022-03-25T01:47:06.205Z,2022-03-25T14:35:01.898Z,3.4287,3.5359,-3.1265494210633626,6317.373563815637,-194.90509868266685
50,63f1fb10-a70d-4542-8840-6908292796d8,2022-03-25T03:40:16.718Z,2022-03-25T12:40:14.377Z,2.4526e-05,2.5299e-05,-3.1517573187637593,6333.683478352166,-199.62233257629543
51,73f92f38-5afd-418a-9c2d-8d66c80a5139,2022-03-25T12:59:39.224Z,2022-03-25T16:42:38.494Z,420.14,411.73,-2.0017137144761166,6233.872312064019,-122.83355596824275
52,2767386f-6253-4c40-aa4b-1399a71ce77d,2022-03-25T15:35:45.084Z,2022-03-25T16:59:48.373Z,85.062,83.274,-2.101996191013611,6136.419762722685,-127.69633134316777
53,ece98f6d-2bd8-4fc0-9ac5-40f8cfd24f44,2022-03-25T16:49:55.340Z,2022-03-27T03:56:41.033Z,123.82,126.46,2.13212728153771,6075.002984738563,129.48026876977184
54,96eeca73-1155-4225-ad4f-67399a7854f7,2022-03-25T17:14:35.451Z,2022-03-27T00:55:42.805Z,0.8237,0.8406,2.0517178584436024,6011.15481906698,123.33193692149045
55,2161e34c-fb91-46eb-93e8-5a00e596aaa7,2022-03-27T01:00:33.833Z,2022-04-11T02:21:14.607Z,91.356,89.83,1.6703883707692935,6072.820787527725,113.21138386644968
56,de0bdb1d-3bd9-42a9-9b29-51ae44328e2e,2022-03-27T07:00:25.435Z,2022-03-27T22:18:58.542Z,1.1402,1.1746,3.017014558849329,6137.560921912611,185.17110657235057
57,92f9a5fa-de51-4c30-acd4-0328f3cdb872,2022-03-28T07:05:11.614Z,2022-03-28T18:49:08.401Z,46950.5,47942.0,-2.1117985963940766,6230.146475198786,-131.568145816543
58,b3cb1f33-141d-4d0d-a5ce-afb047f5d9aa,2022-03-29T09:28:08.481Z,2022-03-29T16:14:54.473Z,375.5,367.85,-2.037283621837549,6164.362402290515,-125.58554561257634
59,e72d7ff9-2bc5-4a90-a939-371820e93ff2,2022-03-29T21:55:31.734Z,2022-03-31T02:15:25.069Z,2.6656,2.7723,4.002851140456176,6101.569629484226,244.23674949953704
60,82ac4e69-70a2-4058-ba8d-b7e008985c6e,2022-03-31T06:10:32.386Z,2022-03-31T10:26:06.477Z,121.75,126.66,4.032854209445591,6223.688004233994,250.99226366151095
61,da232944-480b-4281-b334-964b42f68a19,2022-03-31T11:49:03.792Z,2022-03-31T13:09:17.749Z,99.725,100.263,0.5394835798445907,6349.18413606475,34.252805868166966
62,28b9efe4-597c-479b-b37c-b83ea0f83001,2022-03-31T13:25:34.232Z,2022-03-31T14:01:06.338Z,0.14492,0.14196,-2.0425062103229252,6366.310538998834,-130.03228812749407
63,6c46f3bf-8fce-4da9-8a7a-6be33301b705,2022-03-31T14:01:14.335Z,2022-03-31T14:04:48.532Z,1.4666,1.4348,-2.168280376380738,6301.2943949350865,-136.62972982335683
64,9ec9ca33-0152-4d51-b693-3c7c80dc1c1c,2022-03-31T14:05:24.354Z,2022-03-31T14:58:03.234Z,1.4424,1.4738,2.1769273433166925,6232.979530023409,135.68743569241187
65,7f6c6429-f463-4210-b255-e68dc22043bb,2022-03-31T14:59:54.615Z,2022-03-31T16:02:03.407Z,100.427,97.347,3.06690431855976,6300.8232478696145,193.24022029373054
66,fc551b51-83dd-48ae-a417-694e1be88e77,2022-03-31T16:07:34.971Z,2022-03-31T19:07:00.471Z,122.28,124.75,-2.0199542034674556,6397.44335801648,-129.2254260247034
67,9156ea72-b788-414e-8a72-80f533c5158a,2022-03-31T19:07:25.703Z,2022-04-01T02:01:19.146Z,124.61,122.1,2.0142845678516985,6332.830645004128,127.56123039050134
68,26422966-3230-464d-b77f-d53dfb2f07c0,2022-04-01T02:05:37.616Z,2022-04-01T02:55:42.641Z,1.4553,1.4261,-2.0064591493162975,6396.611260199379,-128.34539187646695
69,ab570937-2b24-4a65-ad18-f7278bddd93e,2022-04-01T02:55:57.911Z,2022-04-01T03:41:43.995Z,1.424,1.4527,2.015449438202266,6332.438564261145,127.62709746790487
70,3c4337a2-ebe5-462f-a764-cfc4b68cd25b,2022-04-01T03:42:08.160Z,2022-04-01T04:12:38.414Z,1.4535,1.4835,2.063983488132104,6396.252112995098,132.01758747151965
71,3090ff45-5daf-4dac-ae99-ad5eecfa7442,2022-04-01T04:13:28.278Z,2022-04-01T05:15:25.718Z,1.4828,1.5131,2.043431346101965,6462.260906730858,132.0518650350314
72,846eabfd-7dae-4e0c-b9eb-e6e71efd7f97,2022-04-01T05:15:48.554Z,2022-04-01T08:01:46.024Z,1.515,1.5485,2.211221122112228,6528.286839248373,144.3548575015328
73,a3ba19e6-236e-4d98-84ff-f1a7d1bfd6d4,2022-04-01T08:04:09.355Z,2022-04-01T14:13:38.012Z,428.69,437.29,2.006111642445596,6600.464267999139,132.4126821357922
74,aace402a-81ce-4857-8568-9fef441a9c30,2022-04-01T14:15:41.067Z,2022-04-01T16:45:31.729Z,3384.2,3424.85,1.2011701436085431,6666.670609067036,80.07805692883905
75,c5d2b657-1f9d-45bb-8fd6-94473f6d4bff,2022-04-01T16:50:51.764Z,2022-04-01T22:36:19.673Z,2.8229,2.8826,2.114846434517692,6706.709637531456,141.83660964278843
76,9a9b1bff-b1b8-4a56-b482-5e626e84973b,2022-04-01T22:41:23.315Z,2022-04-02T00:55:09.789Z,96.99,98.963,2.034230333024012,6777.6279423528495,137.87256346285287
77,029e4870-8505-4006-9c8f-9ef2e283c399,2022-04-02T00:55:33.843Z,2022-04-02T18:09:26.961Z,126.98,124.42,-2.016065522129473,6846.564224084276,-138.03122077221437
78,6bdab7ad-c5c3-4fa1-a44d-d40ac55a7e9f,2022-04-02T19:08:28.833Z,2022-04-06T14:03:24.014Z,374.65,344.55,8.034165220872802,6777.548613698169,549.0672483638185
